Menu Item ID,Menu Item,Category > Sub,Current Image,Matched Image,Canonical Target,Confidence,Tier,Reason,Status
1,FLASH PAN FRIED CHICKEN LIVERS,Starters > SMALL PLATES,Images/FLASH PAN FRIED CHICKEN LIVERS.jpg,flash_pan_fried_chicken_livers.jpg,FLASH PAN FRIED CHICKEN LIVERS.jpg,100,T1,exact normalized (unique),MATCHED
2,CHICKEN TRINCHADO,Starters > SMALL PLATES,Images/CHICKEN TRINCHADO.jpg,chicken_trinchado.jpg,CHICKEN TRINCHADO.jpg,100,T1,exact normalized (unique),MATCHED
3,FIRECRACKER CHICKEN WINGS (400g),Starters > SMALL PLATES,Images/FIRECRACKER CHICKEN WINGS.jpg,firecracker_chicken_wings_400g.jpg,FIRECRACKER CHICKEN WINGS (400g).jpg,100,T1,exact normalized (unique),MATCHED
4,BEEF BILTONG,Starters > SMALL PLATES,Images/BEEF BILTONG.jpg,beef_biltong.jpg,BEEF BILTONG.jpg,100,T1,exact normalized (unique),MATCHED
5,BOEREWORS & CHAKALAKA,Starters > SMALL PLATES,Images/BOEREWORS & CHAKALAKA.jpg,boerewors_and_chakalaka.jpg,BOEREWORS & CHAKALAKA.jpg,100,T1,exact normalized (unique),MATCHED
6,SPRINGBOK CARPACCIO,Starters > SMALL PLATES,/uploads/menu-media/6.webp,springbok_carpaccio.jpg,SPRINGBOK CARPACCIO.jpg,100,T1,exact normalized (unique),MATCHED
7,GARLIC SNAILS,Starters > SMALL PLATES,Images/GARLIC SNAILS.jpg,garlic_snails.jpg,GARLIC SNAILS.jpg,100,T1,exact normalized (unique),MATCHED
8,GARLIC LEMON CALAMARI,Starters > SMALL PLATES,Images/GARLIC LEMON CALAMARI.jpg,garlic_lemon_calamari.jpg,GARLIC LEMON CALAMARI.jpg,100,T1,exact normalized (unique),MATCHED
9,MUSSELS,Starters > SMALL PLATES,Images/MUSSELS.jpg,mussels.jpg,MUSSELS.jpg,100,T1,exact normalized (unique),MATCHED
10,QUEEN PRAWNS 3's,Starters > SMALL PLATES,Images/Butter-garlic-prawns.jpg,queen_prawns_3_s.jpg,QUEEN PRAWNS 3's.jpg,100,T1,exact normalized (unique),MATCHED
11,FRIED HALLOUMI FINGERS,Starters > SMALL PLATES,Images/FRIED HALLOUMI FINGERS.jpg,fried_halloumi_fingers.jpg,FRIED HALLOUMI FINGERS.jpg,100,T1,exact normalized (unique),MATCHED
12,SMALL GREEK SALAD,Starters > SMALL PLATES,Images/SMALL GREEK SALAD.jpg,small_greek_salad.jpg,SMALL GREEK SALAD.jpg,100,T1,exact normalized (unique),MATCHED
13,TEMPURA CHICKEN,Starters > TEMPURA,Images/TEMPURA CHICKEN.jpg,tempura_chicken.jpg,TEMPURA CHICKEN.jpg,100,T1,exact normalized (unique),MATCHED
14,TEMPURA PRAWN,Starters > TEMPURA,Images/TEMPURA PRAWN.jpg,tempura_prawn.jpg,TEMPURA PRAWN.jpg,100,T1,exact normalized (unique),MATCHED
15,TEMPURA BILTONG,Starters > TEMPURA,Images/TEMPURA BILTONG.jpg,tempura_biltong.jpg,TEMPURA BILTONG.jpg,100,T1,exact normalized (unique),MATCHED
16,TRUMPS SALAD,Salads > BESPOKE SALADS,Images/TRUMPS SALAD.jpg,trumps_salad.jpg,TRUMPS SALAD.jpg,100,T1,exact normalized (unique),MATCHED
17,GREEK SALAD,Salads > BESPOKE SALADS,Images/GREEK SALAD.jpg,greek_salad.jpg,GREEK SALAD.jpg,100,T1,exact normalized (unique),MATCHED
18,HALLOUMI SALAD,Salads > BESPOKE SALADS,Images/HALLOUMI SALAD.jpg,halloumi_salad.jpg,HALLOUMI SALAD.jpg,100,T1,exact normalized (unique),MATCHED
19,CAPRESE & AVOCADO SALAD,Salads > BESPOKE SALADS,Images/Veg Meze Platter.jpg,caprese_and_avocado_salad_19.jpg,CAPRESE & AVOCADO SALAD [19].jpg,100,T0,id-suffix _19 + name match,MATCHED
20,TRUMPS CHAR GRILLED CHICKEN,Salads > BESPOKE SALADS,Images/TRUMPS CHAR GRILLED CHICKEN.jpg,trumps_char_grilled_chicken.jpg,TRUMPS CHAR GRILLED CHICKEN.jpg,100,T1,exact normalized (unique),MATCHED
21,CRISPY RICE,Sushi > CRISPY RICE & ROSES,Images/Butter-garlic-prawns.jpg,crispy_rice.jpg,CRISPY RICE.jpg,100,T1,exact normalized (unique),MATCHED
22,ROSES - SALMON (4 Pieces),Sushi > CRISPY RICE & ROSES,Images/ROSES - SALMON (4 Pieces).jpg,roses_salmon_4_pieces.jpg,ROSES - SALMON (4 Pieces).jpg,100,T1,exact normalized (unique),MATCHED
23,ROSES - SALMON (6 Pieces),Sushi > CRISPY RICE & ROSES,Images/ROSES - SALMON (6 Pieces).jpg,roses_salmon_6_pieces.jpg,ROSES - SALMON (6 Pieces).jpg,100,T1,exact normalized (unique),MATCHED
24,CALIFORNIA ROLL - SALMON (8pc),Sushi > CALIFORNIA ROLL,Images/CALIFORNIA ROLL-SALMON(8PC).jpg,california_roll_salmon_8pc.jpg,CALIFORNIA ROLL - SALMON (8pc).jpg,100,T1,exact normalized (unique),MATCHED
25,CALIFORNIA ROLL - PRAWN (8pc),Sushi > CALIFORNIA ROLL,Images/CALIFORNIA ROLL - PRAWN (8pc).jpg,california_roll_prawn_8pc.jpg,CALIFORNIA ROLL - PRAWN (8pc).jpg,100,T1,exact normalized (unique),MATCHED
26,CALIFORNIA ROLL - SALMON (4pc),Sushi > CALIFORNIA ROLL,Images/CALIFORNIA ROLL - SALMON (4pc).jpg,california_roll_salmon_4pc.jpg,CALIFORNIA ROLL - SALMON (4pc).jpg,100,T1,exact normalized (unique),MATCHED
27,CALIFORNIA ROLL - PRAWN (4pc),Sushi > CALIFORNIA ROLL,/uploads/menu-media/27.webp,california_roll_prawn_4pc.jpg,CALIFORNIA ROLL - PRAWN (4pc).jpg,100,T1,exact normalized (unique),MATCHED
28,RAINBOW ROLL - SALMON (8pc),Sushi > RAINBOW ROLL,Images/RAINBOW ROLL - SALMON (8pc).jpg,rainbow_roll_salmon_8pc.jpg,RAINBOW ROLL - SALMON (8pc).jpg,100,T1,exact normalized (unique),MATCHED
29,RAINBOW ROLL - PRAWN (8pc),Sushi > RAINBOW ROLL,Images/RAINBOW ROLL - PRAWN(8pc).jpg,rainbow_roll_prawn_8pc.jpg,RAINBOW ROLL - PRAWN (8pc).jpg,100,T1,exact normalized (unique),MATCHED
30,RAINBOW ROLL - VEGETABLE (8pc),Sushi > RAINBOW ROLL,Images/RAINBOW ROLL - VEGETABLE (8pc).jpg,rainbow_roll_vegetable_8pc.jpg,RAINBOW ROLL - VEGETABLE (8pc).jpg,100,T1,exact normalized (unique),MATCHED
31,RAINBOW ROLL - SALMON (4pc),Sushi > RAINBOW ROLL,/uploads/menu-media/31.webp,rainbow_roll_salmon_4pc.jpg,RAINBOW ROLL - SALMON (4pc).jpg,100,T1,exact normalized (unique),MATCHED
32,RAINBOW ROLL - PRAWN (4pc),Sushi > RAINBOW ROLL,/uploads/menu-media/32.webp,rainbow_roll_prawn_4pc.jpg,RAINBOW ROLL - PRAWN (4pc).jpg,100,T1,exact normalized (unique),MATCHED
33,RAINBOW ROLL - VEGETABLE (4pc),Sushi > RAINBOW ROLL,/uploads/menu-media/33.webp,rainbow_roll_vegetable_4pc.jpg,RAINBOW ROLL - VEGETABLE (4pc).jpg,100,T1,exact normalized (unique),MATCHED
34,DRAGON ROLL (8pc),Sushi > SIGNATURE ROLLS,/uploads/menu-media/34.webp,dragon_roll_8pc.jpg,DRAGON ROLL (8pc).jpg,100,T1,exact normalized (unique),MATCHED
35,ROCK SHRIMP TEMPURA ROLL (8pc),Sushi > SIGNATURE ROLLS,/uploads/menu-media/35.webp,rock_shrimp_tempura_roll_8pc.jpg,ROCK SHRIMP TEMPURA ROLL (8pc).jpg,100,T1,exact normalized (unique),MATCHED
36,TRUMPS RAINBOW RELOADED (10pc),Sushi > SIGNATURE ROLLS,Images/Rump Steak.jpg,trumps_rainbow_reloaded_10pc.jpg,TRUMPS RAINBOW RELOADED (10pc).jpg,100,T1,exact normalized (unique),MATCHED
37,TRUMPS CALIFORNIA RAINBOW RELOADED (8pc),Sushi > SIGNATURE ROLLS,Images/Rump Steak.jpg,trumps_california_rainbow_reloaded_8pc.jpg,TRUMPS CALIFORNIA RAINBOW RELOADED (8pc).jpg,100,T1,exact normalized (unique),MATCHED
38,TRUMPS SALMON SASHIMI,Sushi > SASHIMI,Images/Rump Steak.jpg,trumps_salmon_sashimi.jpg,TRUMPS SALMON SASHIMI.jpg,100,T1,exact normalized (unique),MATCHED
39,NEW STYLE SASHIMI,Sushi > SASHIMI,Images/Fish & Chips.jpg,new_style_sashimi.jpg,NEW STYLE SASHIMI.jpg,100,T1,exact normalized (unique),MATCHED
40,JALAPENO SALMON SASHIMI,Sushi > SASHIMI,Images/Veg Meze Platter.jpg,jalapeno_salmon_sashimi.jpg,JALAPENO SALMON SASHIMI.jpg,100,T1,exact normalized (unique),MATCHED
41,SEARED SALMON,Signature Seafood > SIGNATURE SEAFOOD,/uploads/menu-media/41.webp,seared_salmon.jpg,SEARED SALMON.jpg,100,T1,exact normalized (unique),MATCHED
42,KINGKLIP FILLET,Signature Seafood > SIGNATURE SEAFOOD,Images/Beef fillet.jpg,kingklip_fillet.jpg,KINGKLIP FILLET.jpg,100,T1,exact normalized (unique),MATCHED
43,HAKE & CALAMARI,Signature Seafood > SIGNATURE SEAFOOD,Images/Calamari.jpeg,hake_and_calamari.jpg,HAKE & CALAMARI.jpg,100,T1,exact normalized (unique),MATCHED
44,FALKLANDS CALAMARI,Signature Seafood > SIGNATURE SEAFOOD,Images/Calamari.jpeg,falklands_calamari.jpg,FALKLANDS CALAMARI.jpg,100,T1,exact normalized (unique),MATCHED
45,PRAWN & CALAMARI,Signature Seafood > SIGNATURE SEAFOOD,Images/Calamari.jpeg,prawn_and_calamari.jpg,PRAWN & CALAMARI.jpg,100,T1,exact normalized (unique),MATCHED
46,HAKE & PRAWN,Signature Seafood > SIGNATURE SEAFOOD,Images/Butter-garlic-prawns.jpg,hake_and_prawn.jpg,HAKE & PRAWN.jpg,100,T1,exact normalized (unique),MATCHED
47,KINGKLIP & PRAWN,Signature Seafood > SIGNATURE SEAFOOD,Images/Butter-garlic-prawns.jpg,kingklip_and_prawn.jpg,KINGKLIP & PRAWN.jpg,100,T1,exact normalized (unique),MATCHED
48,HAKE PLATTER FOR 1,Signature Seafood > SIGNATURE SEAFOOD,Images/Calamari.jpeg,hake_platter_for_1.jpg,HAKE PLATTER FOR 1.jpg,100,T1,exact normalized (unique),MATCHED
49,6 QUEEN PRAWNS,Signature Seafood > SIGNATURE SEAFOOD,Images/Butter-garlic-prawns.jpg,6_queen_prawns.jpg,6 QUEEN PRAWNS.jpg,100,T1,exact normalized (unique),MATCHED
50,9 QUEEN PRAWNS,Signature Seafood > SIGNATURE SEAFOOD,Images/Butter-garlic-prawns.jpg,9_queen_prawns.jpg,9 QUEEN PRAWNS.jpg,100,T1,exact normalized (unique),MATCHED
51,GRILLED HAKE,Signature Seafood > SIGNATURE SEAFOOD,/uploads/menu-media/51.webp,grilled_hake.jpg,GRILLED HAKE.jpg,100,T1,exact normalized (unique),MATCHED
52,SIRLOIN 350g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - OFF THE BONE,Images/Rump Steak.jpg,sirloin_350g.jpg,SIRLOIN 350g.jpg,100,T1,exact normalized (unique),MATCHED
53,RUMP 400g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - OFF THE BONE,Images/Rump Steak.jpg,rump_400g.jpg,RUMP 400g.jpg,100,T1,exact normalized (unique),MATCHED
54,RIBEYE 380g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - OFF THE BONE,Images/Rump Steak.jpg,ribeye_380g.jpg,RIBEYE 380g.jpg,100,T1,exact normalized (unique),MATCHED
55,FILLET 260g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - OFF THE BONE,Images/Beef fillet.jpg,fillet_260g.jpg,FILLET 260g.jpg,100,T1,exact normalized (unique),MATCHED
56,FILLET 360g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - OFF THE BONE,Images/Beef fillet.jpg,fillet_360g.jpg,FILLET 360g.jpg,100,T1,exact normalized (unique),MATCHED
57,PORTUGUESE RUMP 350g & EGGS,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - OFF THE BONE,Images/Rump Steak.jpg,portuguese_rump_350g_and_eggs.jpg,PORTUGUESE RUMP 350g & EGGS.jpg,100,T1,exact normalized (unique),MATCHED
58,T-BONE 500g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - ON THE BONE,/uploads/menu-media/58.webp,t_bone_500g.jpg,T-BONE 500g.jpg,100,T1,exact normalized (unique),MATCHED
59,TOMAHAWK (FRENCH CUT) 650g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - ON THE BONE,/uploads/menu-media/59.webp,tomahawk_french_cut_650g.jpg,TOMAHAWK (FRENCH CUT) 650g.jpg,100,T1,exact normalized (unique),MATCHED
60,RIBEYE ON THE BONE,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - ON THE BONE,Images/Rump Steak.jpg,ribeye_on_the_bone.jpg,RIBEYE ON THE BONE.jpg,100,T1,exact normalized (unique),MATCHED
61,SIRLOIN ON THE BONE 480g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - ON THE BONE,Images/Rump Steak.jpg,sirloin_on_the_bone_480g.jpg,SIRLOIN ON THE BONE 480g.jpg,100,T1,exact normalized (unique),MATCHED
62,T-BONE 700g,Trumps Premium Steaks > SOUTH AFRICAN PRIME BEEF - ON THE BONE,/uploads/menu-media/62.webp,t_bone_700g.jpg,T-BONE 700g.jpg,100,T1,exact normalized (unique),MATCHED
63,SIRLOIN 500g,Trumps Premium Steaks > SOUTH AFRICAN PREMIUM CUTS - OFF THE BONE,Images/Rump Steak.jpg,sirloin_500g.jpg,SIRLOIN 500g.jpg,100,T1,exact normalized (unique),MATCHED
64,RUMP 600g,Trumps Premium Steaks > SOUTH AFRICAN PREMIUM CUTS - OFF THE BONE,Images/Rump Steak.jpg,rump_600g.jpg,RUMP 600g.jpg,100,T1,exact normalized (unique),MATCHED
65,RIBEYE 500g,Trumps Premium Steaks > SOUTH AFRICAN PREMIUM CUTS - OFF THE BONE,Images/Rump Steak.jpg,ribeye_500g.jpg,RIBEYE 500g.jpg,100,T1,exact normalized (unique),MATCHED
66,FILLET 500g,Trumps Premium Steaks > SOUTH AFRICAN PREMIUM CUTS - OFF THE BONE,Images/Beef fillet.jpg,fillet_500g.jpg,FILLET 500g.jpg,100,T1,exact normalized (unique),MATCHED
67,TOMAHAWK 850g - 900g,Trumps Premium Steaks > THE KINGS CUTS (21 Days Matured),/uploads/menu-media/67.webp,tomahawk_850g_900g.jpg,TOMAHAWK 850g - 900g.jpg,100,T1,exact normalized (unique),MATCHED
68,T-BONE 850g - 900g,Trumps Premium Steaks > THE KINGS CUTS (21 Days Matured),/uploads/menu-media/68.webp,t_bone_850g_900g.jpg,T-BONE 850g - 900g.jpg,100,T1,exact normalized (unique),MATCHED
69,RIBEYE 850g - 900g,Trumps Premium Steaks > THE KINGS CUTS (21 Days Matured),Images/Rump Steak.jpg,ribeye_850g_900g.jpg,RIBEYE 850g - 900g.jpg,100,T1,exact normalized (unique),MATCHED
70,WAGYU RIBEYE 300g,Trumps Premium Steaks > SOUTH AFRICAN WAGYU BEEF (Marbling Score 8-10+),Images/Rump Steak.jpg,wagyu_ribeye_300g.jpg,WAGYU RIBEYE 300g.jpg,100,T1,exact normalized (unique),MATCHED
71,WAGYU FILLET 300g,Trumps Premium Steaks > SOUTH AFRICAN WAGYU BEEF (Marbling Score 8-10+),Images/Beef fillet.jpg,wagyu_fillet_300g.jpg,WAGYU FILLET 300g.jpg,100,T1,exact normalized (unique),MATCHED
72,WAGYU SIRLOIN 300g,Trumps Premium Steaks > SOUTH AFRICAN WAGYU BEEF (Marbling Score 8-10+),Images/Rump Steak.jpg,wagyu_sirloin_300g.jpg,WAGYU SIRLOIN 300g.jpg,100,T1,exact normalized (unique),MATCHED
73,WAGYU CHUCKEYE 350g,Trumps Premium Steaks > SOUTH AFRICAN WAGYU BEEF (Marbling Score 8-10+),/uploads/menu-media/73.webp,wagyu_chuckeye_350g.jpg,WAGYU CHUCKEYE 350g.jpg,100,T1,exact normalized (unique),MATCHED
74,WAGYU RUMP 350g,Trumps Premium Steaks > SOUTH AFRICAN WAGYU BEEF (Marbling Score 8-10+),Images/Rump Steak.jpg,wagyu_rump_350g.jpg,WAGYU RUMP 350g.jpg,100,T1,exact normalized (unique),MATCHED
75,WAGYU DENVER 350g,Trumps Premium Steaks > SOUTH AFRICAN WAGYU BEEF (Marbling Score 8-10+),/uploads/menu-media/75.webp,wagyu_denver_350g.jpg,WAGYU DENVER 350g.jpg,100,T1,exact normalized (unique),MATCHED
76,GARLIC & SAGE BUTTER,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,garlic_and_sage_butter.jpg,GARLIC & SAGE BUTTER.jpg,100,T1,exact normalized (unique),MATCHED
77,MUSHROOM TRUFFLE BUTTER,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,mushroom_truffle_butter.jpg,MUSHROOM TRUFFLE BUTTER.jpg,100,T1,exact normalized (unique),MATCHED
78,GARLIC SAUCE,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,garlic_sauce.jpg,GARLIC SAUCE.jpg,100,T1,exact normalized (unique),MATCHED
79,CREAMY CHEESE SAUCE,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,creamy_cheese_sauce.jpg,CREAMY CHEESE SAUCE.jpg,100,T1,exact normalized (unique),MATCHED
80,THREE PEPPERCORN SAUCE,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,three_peppercorn_sauce.jpg,THREE PEPPERCORN SAUCE.jpg,100,T1,exact normalized (unique),MATCHED
81,CREAMY MUSHROOM SAUCE,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,creamy_mushroom_sauce.jpg,CREAMY MUSHROOM SAUCE.jpg,100,T1,exact normalized (unique),MATCHED
82,CHAKALAKA SAUCE,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,chakalaka_sauce.jpg,CHAKALAKA SAUCE.jpg,100,T1,exact normalized (unique),MATCHED
83,PERI-PERI SAUCE,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,peri_peri_sauce.jpg,PERI-PERI SAUCE.jpg,100,T1,exact normalized (unique),MATCHED
84,SWEET CHILLI SAUCE,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,sweet_chilli_sauce.jpg,SWEET CHILLI SAUCE.jpg,100,T1,exact normalized (unique),MATCHED
85,CRANBERRY SAUCE,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,cranberry_sauce.jpg,CRANBERRY SAUCE.jpg,100,T1,exact normalized (unique),MATCHED
86,CHIMICHURRI,Trumps Premium Steaks > PRIME STEAK ENHANCEMENTS,Images/Rump Steak.jpg,chimichurri.jpg,CHIMICHURRI.jpg,100,T1,exact normalized (unique),MATCHED
87,PORK CHOPS ±500g,Pork & Ribs > PORK,Images/Crispy Pork Chops.jpg,pork_chops_500g.jpg,PORK CHOPS ±500g.jpg,100,T1,exact normalized (unique),MATCHED
88,PORK TOMAHAWK ±600g,Pork & Ribs > PORK,/uploads/menu-media/88.webp,pork_tomahawk_600g.jpg,PORK TOMAHAWK ±600g.jpg,100,T1,exact normalized (unique),MATCHED
89,EISBEIN ±1kg,Pork & Ribs > PORK,/uploads/menu-media/89.webp,eisbein_1kg.jpg,EISBEIN ±1kg.jpg,100,T1,exact normalized (unique),MATCHED
90,FULL RACK PORK LOIN RIBS ±600g,Pork & Ribs > PORK,/uploads/menu-media/90.webp,full_rack_pork_loin_ribs_600g.jpg,FULL RACK PORK LOIN RIBS ±600g.jpg,100,T1,exact normalized (unique),MATCHED
91,LAMB RUMP 300g,Lamb > LAMB,Images/Rump Steak.jpg,lamb_rump_300g.jpg,LAMB RUMP 300g.jpg,100,T1,exact normalized (unique),MATCHED
92,LAMB SHANK ±850g,Lamb > LAMB,Images/Crispy Lamb Chops.jpg,lamb_shank_850g.jpg,LAMB SHANK ±850g.jpg,100,T1,exact normalized (unique),MATCHED
93,LAMB CHOPS 4's 500g,Lamb > LAMB,Images/Crispy Lamb Chops.jpg,lamb_chops_4_s_500g.jpg,LAMB CHOPS 4's 500g.jpg,100,T1,exact normalized (unique),MATCHED
94,LAMB RUMP 300g & CHOPS COMBO 250g,Lamb > LAMB,Images/Rump Steak.jpg,lamb_rump_300g_and_chops_combo_250g.jpg,LAMB RUMP 300g & CHOPS COMBO 250g.jpg,100,T1,exact normalized (unique),MATCHED
95,OSTRICH FILLET ±450g,Venison & Game > VENISON & GAME (Subject to availability),Images/Beef fillet.jpg,ostrich_fillet_450g.jpg,OSTRICH FILLET ±450g.jpg,100,T1,exact normalized (unique),MATCHED
96,KUDU ±450g,Venison & Game > VENISON & GAME (Subject to availability),/uploads/menu-media/96.webp,kudu_450g.jpg,KUDU ±450g.jpg,100,T1,exact normalized (unique),MATCHED
97,SPRINGBOK ±450g,Venison & Game > VENISON & GAME (Subject to availability),/uploads/menu-media/97.webp,springbok_450g.jpg,SPRINGBOK ±450g.jpg,100,T1,exact normalized (unique),MATCHED
98,OXTAIL,Oxtail & Beef Ribs > OXTAIL AND BEEF RIBS,/uploads/menu-media/98.webp,oxtail.jpg,OXTAIL.jpg,100,T1,exact normalized (unique),MATCHED
99,BEEF RIBS (2 pce) 600g,Oxtail & Beef Ribs > OXTAIL AND BEEF RIBS,/uploads/menu-media/99.webp,beef_ribs_2_pce_600g.jpg,BEEF RIBS (2 pce) 600g.jpg,100,T1,exact normalized (unique),MATCHED
100,BEEF RIBS (3 pce) ±1kg,Oxtail & Beef Ribs > OXTAIL AND BEEF RIBS,/uploads/menu-media/100.webp,beef_ribs_3_pce_1kg.jpg,BEEF RIBS (3 pce) ±1kg.jpg,100,T1,exact normalized (unique),MATCHED
101,PRIME STEAK & LAMB CHOPS,Signature Combos > SIGNATURE COMBO'S SINCE 1994,Images/Rump Steak.jpg,prime_steak_and_lamb_chops.jpg,PRIME STEAK & LAMB CHOPS.jpg,100,T1,exact normalized (unique),MATCHED
102,(PORK OR BEEF) RIBS & QUEEN PRAWNS,Signature Combos > SIGNATURE COMBO'S SINCE 1994,Images/Butter-garlic-prawns.jpg,pork_or_beef_ribs_and_queen_prawns.jpg,(PORK OR BEEF) RIBS & QUEEN PRAWNS.jpg,100,T1,exact normalized (unique),MATCHED
103,(PORK OR BEEF) RIBS & WINGS,Signature Combos > SIGNATURE COMBO'S SINCE 1994,/uploads/menu-media/103.webp,pork_or_beef_ribs_and_wings.jpg,(PORK OR BEEF) RIBS & WINGS.jpg,100,T1,exact normalized (unique),MATCHED
104,MIXED GRILL,Signature Combos > SIGNATURE COMBO'S SINCE 1994,Images/Rump Steak.jpg,mixed_grill.jpg,MIXED GRILL.jpg,100,T1,exact normalized (unique),MATCHED
105,PRIME STEAK & PRAWNS (Surf & Turf),Signature Combos > SIGNATURE COMBO'S SINCE 1994,Images/Rump Steak.jpg,prime_steak_and_prawns_surf_and_turf.jpg,PRIME STEAK & PRAWNS (Surf & Turf).jpg,100,T1,exact normalized (unique),MATCHED
106,(PORK OR BEEF) RIBS & LAMB CHOPS,Signature Combos > SIGNATURE COMBO'S SINCE 1994,Images/Crispy Lamb Chops.jpg,pork_or_beef_ribs_and_lamb_chops.jpg,(PORK OR BEEF) RIBS & LAMB CHOPS.jpg,100,T1,exact normalized (unique),MATCHED
107,"RUMP STEAK, BOEREWORS AND RIBS",Signature Combos > TRUMPS SIGNATURE PLATTERS,Images/Rump Steak.jpg,rump_steak_boerewors_and_ribs.jpg,"RUMP STEAK, BOEREWORS AND RIBS.jpg",100,T1,exact normalized (unique),MATCHED
108,"T-BONE, WINGS AND BOEREWORS",Signature Combos > TRUMPS SIGNATURE PLATTERS,/uploads/menu-media/108.webp,t_bone_wings_and_boerewors.jpg,"T-BONE, WINGS AND BOEREWORS.jpg",100,T1,exact normalized (unique),MATCHED
109,"THE KING, QUEEN PLATTER",Signature Combos > TRUMPS SIGNATURE PLATTERS,Images/Rump Steak.jpg,the_king_queen_platter.jpg,"THE KING, QUEEN PLATTER.jpg",100,T1,exact normalized (unique),MATCHED
110,BBQ / PERI-PERI BEEF BURGER,Burgers > STEAKHOUSE GOURMET BURGERS,Images/Rump Steak.jpg,bbq_peri_peri_beef_burger.jpg,BBQ PERI-PERI BEEF BURGER.jpg,100,T1,exact normalized (unique),MATCHED
111,CHEESE BURGER,Burgers > STEAKHOUSE GOURMET BURGERS,Images/Bifteki Burger.jpg,cheese_burger.jpg,CHEESE BURGER.jpg,100,T1,exact normalized (unique),MATCHED
112,BBQ / PERI-PERI CHICKEN BURGER,Burgers > STEAKHOUSE GOURMET BURGERS,Images/Bifteki Burger.jpg,bbq_peri_peri_chicken_burger.jpg,BBQ PERI-PERI CHICKEN BURGER.jpg,100,T1,exact normalized (unique),MATCHED
113,BACON AND CHICKEN BURGER,Burgers > STEAKHOUSE GOURMET BURGERS,Images/Bifteki Burger.jpg,bacon_and_chicken_burger.jpg,BACON AND CHICKEN BURGER.jpg,100,T1,exact normalized (unique),MATCHED
114,JALAPENO CHILLI AND CHEESE BURGER,Burgers > STEAKHOUSE GOURMET BURGERS,Images/Bifteki Burger.jpg,jalapeno_chilli_and_cheese_burger.jpg,JALAPENO CHILLI AND CHEESE BURGER.jpg,100,T1,exact normalized (unique),MATCHED
115,BACON AND CHEESE BURGER,Burgers > STEAKHOUSE GOURMET BURGERS,Images/Bifteki Burger.jpg,bacon_and_cheese_burger.jpg,BACON AND CHEESE BURGER.jpg,100,T1,exact normalized (unique),MATCHED
116,"BACON, EGG & CHEESE BURGER",Burgers > STEAKHOUSE GOURMET BURGERS,Images/Bifteki Burger.jpg,bacon_egg_and_cheese_burger.jpg,"BACON, EGG & CHEESE BURGER.jpg",100,T1,exact normalized (unique),MATCHED
117,HALF CHICKEN,Chicken Dishes > CHICKEN,Images/Chicken Pasta.jpg,half_chicken.jpg,HALF CHICKEN.jpg,100,T1,exact normalized (unique),MATCHED
118,CHICKEN BREAST,Chicken Dishes > CHICKEN,Images/Chicken Pasta.jpg,chicken_breast.jpg,CHICKEN BREAST.jpg,100,T1,exact normalized (unique),MATCHED
119,MUSHROOM SAUCE CHICKEN BREAST,Chicken Dishes > CHICKEN,Images/Chicken Pasta.jpg,mushroom_sauce_chicken_breast.jpg,MUSHROOM SAUCE CHICKEN BREAST.jpg,100,T1,exact normalized (unique),MATCHED
120,FULL CHICKEN,Chicken Dishes > CHICKEN,Images/Chicken Pasta.jpg,full_chicken.jpg,FULL CHICKEN.jpg,100,T1,exact normalized (unique),MATCHED
121,FIRECRACKER CHICKEN WINGS - 800g,Chicken Dishes > CHICKEN,Images/FIRECRACKER CHICKEN WINGS.jpg,firecracker_chicken_wings_800g.jpg,FIRECRACKER CHICKEN WINGS - 800g.jpg,100,T1,exact normalized (unique),MATCHED
122,CREAMY BASIL PESTO & MUSHROOM,Pastas > TRUMPS PASTAS,Images/Rump Steak.jpg,creamy_basil_pesto_and_mushroom.jpg,CREAMY BASIL PESTO & MUSHROOM.jpg,100,T1,exact normalized (unique),MATCHED
