Menu Item ID,Menu Item,Category > Sub,Current Image,Matched Image,Canonical Target,Confidence,Tier,Reason,Status
376,COINTREAU,Spirits > LIQUEURS,Images/Mojito.jpg,cointreau.jpg,COINTREAU.jpg,100,T1,exact normalized (unique),MATCHED
377,JAGERMEISTER,"Spirits > DIGESTIFS, PORTS & APERITIFS",Images/Mojito.jpg,jagermeister.jpg,JAGERMEISTER.jpg,100,T1,exact normalized (unique),MATCHED
378,UNDERBERG,"Spirits > DIGESTIFS, PORTS & APERITIFS",Images/Mojito.jpg,underberg.jpg,UNDERBERG.jpg,100,T1,exact normalized (unique),MATCHED
379,FERREIRA RUBY,"Spirits > DIGESTIFS, PORTS & APERITIFS",Images/Mojito.jpg,ferreira_ruby.jpg,FERREIRA RUBY.jpg,100,T1,exact normalized (unique),MATCHED
380,FERREIRA TAWNY,"Spirits > DIGESTIFS, PORTS & APERITIFS",Images/Mojito.jpg,ferreira_tawny.jpg,FERREIRA TAWNY.jpg,100,T1,exact normalized (unique),MATCHED
381,DE KRANS CAPE RUBY,"Spirits > DIGESTIFS, PORTS & APERITIFS",Images/Mojito.jpg,de_krans_cape_ruby.jpg,DE KRANS CAPE RUBY.jpg,100,T1,exact normalized (unique),MATCHED
382,CINZANO BIANCO,"Spirits > DIGESTIFS, PORTS & APERITIFS",Images/Mojito.jpg,cinzano_bianco.jpg,CINZANO BIANCO.jpg,100,T1,exact normalized (unique),MATCHED
383,DALLA CIA GRAPPA,"Spirits > DIGESTIFS, PORTS & APERITIFS",Images/Mojito.jpg,dalla_cia_grappa.jpg,DALLA CIA GRAPPA.jpg,100,T1,exact normalized (unique),MATCHED
384,APEROL CAMPARI,"Spirits > DIGESTIFS, PORTS & APERITIFS",Images/Mojito.jpg,aperol_campari.jpg,APEROL CAMPARI.jpg,100,T1,exact normalized (unique),MATCHED
385,MARGARITA,Cocktails > CLASSIC COCKTAILS,Images/Margarita.jpg,margarita.jpg,MARGARITA.jpg,100,T1,exact normalized (unique),MATCHED
386,COSMOPOLITAN,Cocktails > CLASSIC COCKTAILS,Images/Cosmopolitan.jpg,cosmopolitan.jpg,COSMOPOLITAN.jpg,100,T1,exact normalized (unique),MATCHED
387,MARTINI (GIN),Cocktails > CLASSIC COCKTAILS,Images/Mojito.jpg,martini_gin.jpg,MARTINI (GIN).jpg,100,T1,exact normalized (unique),MATCHED
388,MOJITO,Cocktails > CLASSIC COCKTAILS,Images/Mojito.jpg,mojito.jpg,MOJITO.jpg,100,T1,exact normalized (unique),MATCHED
389,PINA COLADA,Cocktails > CLASSIC COCKTAILS,Images/Mojito.jpg,pina_colada.jpg,PINA COLADA.jpg,100,T1,exact normalized (unique),MATCHED
390,FRUIT DAIQUIRI - BLUEBERRY,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,fruit_daiquiri_blueberry.jpg,FRUIT DAIQUIRI - BLUEBERRY.jpg,100,T1,exact normalized (unique),MATCHED
391,FRUIT DAIQUIRI - STRAWBERRY,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,fruit_daiquiri_strawberry.jpg,FRUIT DAIQUIRI - STRAWBERRY.jpg,100,T1,exact normalized (unique),MATCHED
392,FRUIT DAIQUIRI - GREEN APPLE,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,fruit_daiquiri_green_apple.jpg,FRUIT DAIQUIRI - GREEN APPLE.jpg,100,T1,exact normalized (unique),MATCHED
393,FRUIT DAIQUIRI - MANGO,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,fruit_daiquiri_mango.jpg,FRUIT DAIQUIRI - MANGO.jpg,100,T1,exact normalized (unique),MATCHED
394,FLAVOURED MOJITO - GREEN APPLE,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,flavoured_mojito_green_apple.jpg,FLAVOURED MOJITO - GREEN APPLE.jpg,100,T1,exact normalized (unique),MATCHED
395,FLAVOURED MOJITO - STRAWBERRY,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,flavoured_mojito_strawberry.jpg,FLAVOURED MOJITO - STRAWBERRY.jpg,100,T1,exact normalized (unique),MATCHED
396,FLAVOURED MOJITO - BLUEBERRY,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,flavoured_mojito_blueberry.jpg,FLAVOURED MOJITO - BLUEBERRY.jpg,100,T1,exact normalized (unique),MATCHED
397,FLAVOURED MOJITO - MANGO,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,flavoured_mojito_mango.jpg,FLAVOURED MOJITO - MANGO.jpg,100,T1,exact normalized (unique),MATCHED
398,CUCUMBER AND MINT G&T,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,cucumber_and_mint_gandt.jpg,CUCUMBER AND MINT G&T.jpg,99,T1c,ampersand/space-collapsed (unique),MATCHED
399,HIBISCUS AND MINT G&T,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,hibiscus_and_mint_gandt.jpg,HIBISCUS AND MINT G&T.jpg,99,T1c,ampersand/space-collapsed (unique),MATCHED
400,PINK GRAPEFRUIT AND ROSEMARY G&T,Cocktails > FLAVOURED & GIN COCKTAILS,Images/Mojito.jpg,pink_grapefruit_and_rosemary_gandt.jpg,PINK GRAPEFRUIT AND ROSEMARY G&T.jpg,99,T1c,ampersand/space-collapsed (unique),MATCHED
401,JOHNNIE BLONDE AND TONIC,Cocktails > PREMIUM COCKTAILS,Images/Mojito.jpg,johnnie_blonde_and_tonic.jpg,JOHNNIE BLONDE AND TONIC.jpg,100,T1,exact normalized (unique),MATCHED
402,WATERMELON GIN BULL,Cocktails > PREMIUM COCKTAILS,Images/Bottled Water.jpg,watermelon_gin_bull.jpg,WATERMELON GIN BULL.jpg,100,T1,exact normalized (unique),MATCHED
403,GLENFIDDICH 12 YEAR WHISKY SOUR,Cocktails > PREMIUM COCKTAILS,Images/Johnnie Walker Black Label 12yo 750ml.jpeg,glenfiddich_12_year_whisky_sour.jpg,GLENFIDDICH 12 YEAR WHISKY SOUR.jpg,100,T1,exact normalized (unique),MATCHED
404,REMY MARTIN 1738 SIDE CAR,Cocktails > PREMIUM COCKTAILS,Images/Mojito.jpg,remy_martin_1738_side_car.jpg,REMY MARTIN 1738 SIDE CAR.jpg,100,T1,exact normalized (unique),MATCHED
405,DON MAGARITA,Cocktails > PREMIUM COCKTAILS,Images/Mojito.jpg,don_magarita.jpg,DON MAGARITA.jpg,100,T1,exact normalized (unique),MATCHED
406,CUCUMBER LEMONADE,Mocktails & Cold Beverages > MOCKTAILS,Images/Red Bull Energy Drink.jpg,cucumber_lemonade.jpg,CUCUMBER LEMONADE.jpg,100,T1,exact normalized (unique),MATCHED
407,FROZEN MINT LEMONADE,Mocktails & Cold Beverages > MOCKTAILS,Images/Red Bull Energy Drink.jpg,frozen_mint_lemonade.jpg,FROZEN MINT LEMONADE.jpg,100,T1,exact normalized (unique),MATCHED
408,FROZEN PINK GRAPEFRUIT LEMONADE,Mocktails & Cold Beverages > MOCKTAILS,Images/Old Fashioned.jpg,frozen_pink_grapefruit_lemonade.jpg,FROZEN PINK GRAPEFRUIT LEMONADE.jpg,100,T1,exact normalized (unique),MATCHED
409,ORIGINAL LEMONADE,Mocktails & Cold Beverages > MOCKTAILS,Images/Old Fashioned.jpg,original_lemonade.jpg,ORIGINAL LEMONADE.jpg,100,T1,exact normalized (unique),MATCHED
410,STRAWBERRY LEMONADE,Mocktails & Cold Beverages > MOCKTAILS,Images/Red Bull Energy Drink.jpg,strawberry_lemonade.jpg,STRAWBERRY LEMONADE.jpg,100,T1,exact normalized (unique),MATCHED
411,SOFT DRINKS,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Mojito.jpg,soft_drinks.jpg,SOFT DRINKS.jpg,100,T1,exact normalized (unique),MATCHED
412,ICE TEA,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Rooibos.jpg,ice_tea.jpg,ICE TEA.jpg,100,T1,exact normalized (unique),MATCHED
413,'TISERS,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Mojito.jpg,tisers.jpg,'TISERS.jpg,100,T1,exact normalized (unique),MATCHED
414,WATER 250ML LA VIE,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,water_250ml_la_vie.jpg,WATER 250ML LA VIE.jpg,100,T1,exact normalized (unique),MATCHED
415,WATER 750ML LA VIE (TRUMPS),Mocktails & Cold Beverages > COLD BEVERAGES,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,water_750ml_la_vie_trumps.jpg,WATER 750ML LA VIE (TRUMPS).jpg,100,T1,exact normalized (unique),MATCHED
416,SHAKES,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Mojito.jpg,shakes.jpg,SHAKES.jpg,100,T1,exact normalized (unique),MATCHED
417,SPECIAL SHAKES,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Mojito.jpg,special_shakes.jpg,SPECIAL SHAKES.jpg,100,T1,exact normalized (unique),MATCHED
418,FRUIT JUICES,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Mojito.jpg,fruit_juices.jpg,FRUIT JUICES.jpg,100,T1,exact normalized (unique),MATCHED
419,BERRY FRUIT JUICES,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Mojito.jpg,berry_fruit_juices.jpg,BERRY FRUIT JUICES.jpg,100,T1,exact normalized (unique),MATCHED
420,CORDIALS,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Mojito.jpg,cordials.jpg,CORDIALS.jpg,100,T1,exact normalized (unique),MATCHED
421,RED BULL,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Red Bull Energy Drink.jpg,red_bull.jpg,RED BULL.jpg,100,T1,exact normalized (unique),MATCHED
422,RED BULL SUGAR FREE,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Red Bull Energy Drink.jpg,red_bull_sugar_free.jpg,RED BULL SUGAR FREE.jpg,100,T1,exact normalized (unique),MATCHED
423,RED BULL RED EDITION,Mocktails & Cold Beverages > COLD BEVERAGES,Images/Red Bull Energy Drink.jpg,red_bull_red_edition.jpg,RED BULL RED EDITION.jpg,100,T1,exact normalized (unique),MATCHED
424,DOM PEDRO,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Mojito.jpg,dom_pedro.jpg,DOM PEDRO.jpg,100,T1,exact normalized (unique),MATCHED
425,DOM AMARULA,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Mojito.jpg,dom_amarula.jpg,DOM AMARULA.jpg,100,T1,exact normalized (unique),MATCHED
426,DOM KAHLUA,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Mojito.jpg,dom_kahlua.jpg,DOM KAHLUA.jpg,100,T1,exact normalized (unique),MATCHED
427,IRISH COFFEE,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Jameson Irish Whiskey 750ml.jpg,irish_coffee.jpg,IRISH COFFEE.jpg,100,T1,exact normalized (unique),MATCHED
428,KAHLUA COFFEE,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Cappuccino.jpg,kahlua_coffee.jpg,KAHLUA COFFEE.jpg,100,T1,exact normalized (unique),MATCHED
429,AMERICANO COFFEE,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Cappuccino.jpg,americano_coffee.jpg,AMERICANO COFFEE.jpg,100,T1,exact normalized (unique),MATCHED
430,DECAF CAPPUCCINO,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Cappuccino.jpg,decaf_cappuccino.jpg,DECAF CAPPUCCINO.jpg,100,T1,exact normalized (unique),MATCHED
431,CAPPUCCINO,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Cappuccino.jpg,cappuccino.jpg,CAPPUCCINO.jpg,100,T1,exact normalized (unique),MATCHED
432,CAFÉ LATTE,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Cafe Latte.jpg,cafe_latte.jpg,CAFÉ LATTE.jpg,100,T1,exact normalized (unique),MATCHED
433,ESPRESSO SINGLE,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Espresso (Single).jpg,espresso_single.jpg,ESPRESSO SINGLE.jpg,100,T1,exact normalized (unique),MATCHED
434,ESPRESSO DOUBLE,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Espresso (Single).jpg,espresso_double.jpg,ESPRESSO DOUBLE.jpg,100,T1,exact normalized (unique),MATCHED
435,MACCHIATO,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Espresso (Single).jpg,macchiato.jpg,MACCHIATO.jpg,100,T1,exact normalized (unique),MATCHED
436,FIVE ROSES TEA,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Rooibos.jpg,five_roses_tea.jpg,FIVE ROSES TEA.jpg,100,T1,exact normalized (unique),MATCHED
437,ROOIBOS TEA,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Rooibos.jpg,rooibos_tea.jpg,ROOIBOS TEA.jpg,100,T1,exact normalized (unique),MATCHED
438,GREEN TEA,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Rooibos.jpg,green_tea.jpg,GREEN TEA.jpg,100,T1,exact normalized (unique),MATCHED
439,EARL GREY TEA,Mocktails & Cold Beverages > HOT BEVERAGES & DOM PEDROS,Images/Rooibos.jpg,earl_grey_tea.jpg,EARL GREY TEA.jpg,100,T1,exact normalized (unique),MATCHED
